,name,surface,won,lost,surface_total,total_matches,win_rate
4151,Khalid Outaleb,Clay,7,2,9,12,77.78
4152,Khalid Outaleb,Hard,2,1,3,12,66.67
4153,Khoder Issa,Clay,1,3,4,4,25.0
4154,Kim Huat Khoo,Hard,1,2,3,3,33.33
4155,Kim Tiilikainen,Carpet,2,1,3,18,66.67
4156,Kim Tiilikainen,Clay,6,4,10,18,60.0
4157,Kim Tiilikainen,Hard,1,4,5,18,20.0
4158,Kim Warwick,Carpet,51,55,106,536,48.11
4159,Kim Warwick,Clay,83,77,160,536,51.88
4160,Kim Warwick,Grass,84,64,148,536,56.76
4161,Kim Warwick,Hard,56,66,122,536,45.9
4162,Kimmer Coppejans,Clay,3,8,11,11,27.27
4163,Kimmo Alkio,Clay,1,3,4,4,25.0
4164,Kittipong Wachiramanowong,Clay,1,1,2,30,50.0
4165,Kittipong Wachiramanowong,Hard,12,16,28,30,42.86
4166,Kiyoshi Tanabe,Grass,3,4,7,11,42.86
4167,Kiyoshi Tanabe,Hard,1,3,4,11,25.0
4168,Kiyoski Tanabe,Grass,2,3,5,9,40.0
4169,Kiyoski Tanabe,Hard,2,2,4,9,50.0
4170,Kj Hippensteel,Hard,1,3,4,4,25.0
4171,Kjell Johansson,Carpet,14,22,36,267,38.89
4172,Kjell Johansson,Clay,87,91,178,267,48.88
4173,Kjell Johansson,Grass,2,7,9,267,22.22
4174,Kjell Johansson,Hard,19,25,44,267,43.18
4175,Klaus Eberhard,Clay,44,50,94,123,46.81
4176,Klaus Eberhard,Grass,1,2,3,123,33.33
4177,Klaus Eberhard,Hard,8,18,26,123,30.77
4178,Koji Watanabe,Clay,4,6,10,23,40.0
4179,Koji Watanabe,Grass,2,9,11,23,18.18
4180,Koji Watanabe,Hard,1,1,2,23,50.0
4181,Kojo Atiso,Hard,5,4,9,9,55.56
4182,Konstantin Don Gruber,Hard,1,1,2,2,50.0
4183,Konstantin Kravchuk,Carpet,1,1,2,38,50.0
4184,Konstantin Kravchuk,Clay,2,2,4,38,50.0
4185,Konstantin Kravchuk,Grass,1,4,5,38,20.0
4186,Konstantin Kravchuk,Hard,6,21,27,38,22.22
4187,Konstantin Pugaev,Carpet,3,2,5,5,60.0
4188,Konstantin Pugayev,Carpet,3,1,4,4,75.0
4189,Konstantinos Economidis,Carpet,2,3,5,41,40.0
4190,Konstantinos Economidis,Clay,16,6,22,41,72.73
4191,Konstantinos Economidis,Hard,4,10,14,41,28.57
4192,Konstantinos Effraimoglou,Clay,4,9,13,15,30.77
4193,Konstantinos Effraimoglou,Hard,1,1,2,15,50.0
4194,Kornel Bardoczky,Clay,8,8,16,25,50.0
4195,Kornel Bardoczky,Hard,4,5,9,25,44.44
4196,Kossi Loglo,Hard,1,1,2,2,50.0
4197,Kotaro Miyachi,Hard,4,3,7,7,57.14
4198,Krassimir Lazarov,Clay,9,9,18,22,50.0
4199,Krassimir Lazarov,Hard,1,3,4,22,25.0
4200,Kris Goossens,Clay,10,22,32,32,31.25
4201,Kristian Capalik,Grass,2,2,4,7,50.0
4202,Kristian Capalik,Hard,1,2,3,7,33.33
4203,Kristian Mitrovski,Clay,1,1,2,2,50.0
4204,Kristian Pless,Carpet,8,7,15,141,53.33
4205,Kristian Pless,Clay,9,17,26,141,34.62
4206,Kristian Pless,Grass,4,12,16,141,25.0
4207,Kristian Pless,Hard,34,50,84,141,40.48
4208,Kristof Vliegen,Carpet,5,6,11,212,45.45
4209,Kristof Vliegen,Clay,36,48,84,212,42.86
4210,Kristof Vliegen,Grass,10,17,27,212,37.04
4211,Kristof Vliegen,Hard,38,52,90,212,42.22
4212,Krystian Pfeiffer,Clay,4,3,7,7,57.14
4213,Kuan Yi Lee,Hard,2,1,3,3,66.67
4214,Kunio Tsukamoto,Clay,1,1,2,2,50.0
4215,Kush Bhardwaj,Clay,2,3,5,5,40.0
4216,Kyle Edmund,Clay,26,27,53,234,49.06
4217,Kyle Edmund,Grass,12,19,31,234,38.71
4218,Kyle Edmund,Hard,80,70,150,234,53.33
4219,Kyu Tae Im,Hard,5,3,8,8,62.5
4220,L B Taylor,Grass,1,1,2,2,50.0
4221,L Maeso,Clay,1,1,2,2,50.0
4222,Lado Chikhladze,Carpet,3,2,5,17,60.0
4223,Lado Chikhladze,Clay,2,6,8,17,25.0
4224,Lado Chikhladze,Hard,1,3,4,17,25.0
4225,Lajos Levai,Hard,1,1,2,2,50.0
4226,Lamine Ouahab,Clay,17,14,31,39,54.84
4227,Lamine Ouahab,Hard,3,5,8,39,37.5
4228,Lan Bale,Hard,2,3,5,5,40.0
4229,Larry Gottfried,Clay,4,9,13,16,30.77
4230,Larry Gottfried,Hard,1,2,3,16,33.33
4231,Larry Loeb,Hard,1,1,2,2,50.0
4232,Larry Nagler,Hard,1,4,5,5,20.0
4233,Larry Parker,Grass,1,3,4,4,25.0
4234,Larry Scott,Grass,1,4,5,5,20.0
4235,Larry Stefanki,Carpet,7,18,25,140,28.0
4236,Larry Stefanki,Clay,6,10,16,140,37.5
4237,Larry Stefanki,Grass,6,17,23,140,26.09
4238,Larry Stefanki,Hard,34,42,76,140,44.74
4239,Larry Turville,Clay,2,7,9,19,22.22
4240,Larry Turville,Grass,4,6,10,19,40.0
4241,Lars Anders Wahlgren,Carpet,1,6,7,72,14.29
4242,Lars Anders Wahlgren,Clay,4,16,20,72,20.0
4243,Lars Anders Wahlgren,Hard,18,27,45,72,40.0
4244,Lars Burgsmuller,Carpet,11,11,22,242,50.0
4245,Lars Burgsmuller,Clay,20,44,64,242,31.25
4246,Lars Burgsmuller,Grass,8,18,26,242,30.77
4247,Lars Burgsmuller,Hard,51,79,130,242,39.23
4248,Lars Elvstrom,Carpet,7,5,12,33,58.33
4249,Lars Elvstrom,Clay,7,9,16,33,43.75
4250,Lars Elvstrom,Hard,1,4,5,33,20.0
4251,Lars Jonsson,Carpet,7,13,20,218,35.0
4252,Lars Jonsson,Clay,48,69,117,218,41.03
4253,Lars Jonsson,Grass,2,7,9,218,22.22
4254,Lars Jonsson,Hard,29,43,72,218,40.28
4255,Lars Koslowski,Clay,8,15,23,41,34.78
4256,Lars Koslowski,Hard,9,9,18,41,50.0
4257,Lars Olander,Clay,1,2,3,8,33.33
4258,Lars Olander,Hard,2,3,5,8,40.0
4259,Lars Rehmann,Carpet,7,10,17,37,41.18
4260,Lars Rehmann,Clay,1,3,4,37,25.0
4261,Lars Rehmann,Hard,8,8,16,37,50.0
4262,Laslo Djere,Clay,45,26,71,112,63.38
4263,Laslo Djere,Grass,1,4,5,112,20.0
4264,Laslo Djere,Hard,7,29,36,112,19.44
4265,Laszlo Markovits,Clay,1,3,4,4,25.0
4266,Laurence Tieleman,Carpet,1,3,4,102,25.0
4267,Laurence Tieleman,Clay,1,9,10,102,10.0
4268,Laurence Tieleman,Grass,20,18,38,102,52.63
4269,Laurence Tieleman,Hard,19,31,50,102,38.0
4270,Laurent Bram,Clay,2,3,5,5,40.0
4271,Laurent Prades,Carpet,1,1,2,13,50.0
4272,Laurent Prades,Clay,1,3,4,13,25.0
4273,Laurent Prades,Hard,2,5,7,13,28.57
4274,Laurent Recouderc,Clay,2,5,7,15,28.57
4275,Laurent Recouderc,Hard,1,7,8,15,12.5
4276,Laurie Warder,Grass,3,5,8,17,37.5
4277,Laurie Warder,Hard,2,7,9,17,22.22
4278,Laurynas Grigelis,Clay,3,2,5,26,60.0
4279,Laurynas Grigelis,Hard,5,16,21,26,23.81
4280,Lawrence Hall,Grass,2,3,5,5,40.0
4281,Lawson Duncan,Carpet,3,6,9,214,33.33
4282,Lawson Duncan,Clay,93,79,172,214,54.07
4283,Lawson Duncan,Hard,9,24,33,214,27.27
4284,Lazar Magdincev,Clay,5,7,12,17,41.67
4285,Lazar Magdincev,Hard,2,3,5,17,40.0
4286,Lazaro Navarro Batles,Hard,11,4,15,15,73.33
4287,Leander Paes,Carpet,11,10,21,198,52.38
4288,Leander Paes,Clay,6,8,14,198,42.86
4289,Leander Paes,Grass,46,24,70,198,65.71
4290,Leander Paes,Hard,38,55,93,198,40.86
4291,Lech Sidor,Clay,2,1,3,3,66.67
4292,Lee Childs,Grass,1,7,8,10,12.5
4293,Lee Childs,Hard,1,1,2,10,50.0
4294,Leeh Bienkowski,Clay,2,5,7,9,28.57
4295,Leeh Bienkowski,Hard,1,1,2,9,50.0
4296,Lefteris Alexiou,Hard,1,2,3,3,33.33
4297,Leif Johansson,Clay,11,12,23,35,47.83
4298,Leif Johansson,Grass,1,2,3,35,33.33
4299,Leif Johansson,Hard,3,6,9,35,33.33
4300,Leif Shiras,Carpet,19,19,38,174,50.0
4301,Leif Shiras,Clay,3,8,11,174,27.27
4302,Leif Shiras,Grass,27,27,54,174,50.0
4303,Leif Shiras,Hard,22,49,71,174,30.99
4304,Lenny Schloss,Clay,3,7,10,28,30.0
4305,Lenny Schloss,Grass,1,4,5,28,20.0
4306,Lenny Schloss,Hard,1,12,13,28,7.69
4307,Leo Palin,Carpet,7,10,17,104,41.18
4308,Leo Palin,Clay,16,27,43,104,37.21
4309,Leo Palin,Grass,1,4,5,104,20.0
4310,Leo Palin,Hard,12,27,39,104,30.77
4311,Leon Naude,Hard,1,1,2,2,50.0
4312,Leonardo Lavalle,Carpet,12,15,27,200,44.44
4313,Leonardo Lavalle,Clay,35,37,72,200,48.61
4314,Leonardo Lavalle,Grass,2,11,13,200,15.38
4315,Leonardo Lavalle,Hard,36,52,88,200,40.91
4316,Leonardo Mayer,Clay,93,84,177,377,52.54
4317,Leonardo Mayer,Grass,16,19,35,377,45.71
4318,Leonardo Mayer,Hard,71,94,165,377,43.03
4319,Leonardo Tavares,Carpet,1,2,3,17,33.33
4320,Leonardo Tavares,Clay,4,5,9,17,44.44
4321,Leonardo Tavares,Hard,1,4,5,17,20.0
4322,Leos Friedl,Clay,2,1,3,7,66.67
4323,Leos Friedl,Hard,1,3,4,7,25.0
4324,Lester Sack,Clay,4,3,7,7,57.14
4325,Lew Hoad,Clay,9,11,20,45,45.0
4326,Lew Hoad,Grass,12,9,21,45,57.14
4327,Lew Hoad,Hard,2,2,4,45,50.0
4328,Lewis Sylvester,Grass,3,1,4,9,75.0
4329,Lewis Sylvester,Hard,2,3,5,9,40.0
4330,Liam Broady,Grass,1,6,7,12,14.29
4331,Liam Broady,Hard,3,2,5,12,60.0
4332,Liang Chi Huang,Hard,5,1,6,6,83.33
4333,Libor Nemecek,Clay,3,9,12,31,25.0
4334,Libor Nemecek,Hard,8,11,19,31,42.11
4335,Libor Pimek,Carpet,17,23,40,245,42.5
4336,Libor Pimek,Clay,74,63,137,245,54.01
4337,Libor Pimek,Hard,35,33,68,245,51.47
4338,Lionel Barthez,Carpet,2,1,3,12,66.67
4339,Lionel Barthez,Hard,2,7,9,12,22.22
4340,Lionel Kemajou,Clay,1,1,2,2,50.0
4341,Lionel Roux,Carpet,16,25,41,187,39.02
4342,Lionel Roux,Clay,7,18,25,187,28.0
4343,Lionel Roux,Hard,53,68,121,187,43.8
4344,Lior Mor,Clay,1,1,2,2,50.0
4345,Lito Alvarez,Carpet,3,10,13,162,23.08
4346,Lito Alvarez,Clay,36,83,119,162,30.25
4347,Lito Alvarez,Grass,2,8,10,162,20.0
4348,Lito Alvarez,Hard,4,16,20,162,20.0
4349,Lleyton Hewitt,Carpet,19,7,26,882,73.08
4350,Lleyton Hewitt,Clay,98,56,154,882,63.64
4351,Lleyton Hewitt,Grass,129,42,171,882,75.44
4352,Lleyton Hewitt,Hard,373,158,531,882,70.24
4353,Lloyd Bourne,Carpet,8,15,23,159,34.78
4354,Lloyd Bourne,Clay,10,12,22,159,45.45
4355,Lloyd Bourne,Grass,26,25,51,159,50.98
4356,Lloyd Bourne,Hard,24,39,63,159,38.1
4357,Lloyd Harris,Clay,2,6,8,65,25.0
4358,Lloyd Harris,Hard,30,27,57,65,52.63
4359,Loic Courteau,Clay,14,19,33,53,42.42
4360,Loic Courteau,Grass,3,5,8,53,37.5
4361,Loic Courteau,Hard,4,8,12,53,33.33
4362,Lorenzo Fargas,Clay,1,13,14,14,7.14
4363,Lorenzo Giustino,Clay,1,4,5,5,20.0
4364,Lorenzo Manta,Carpet,1,6,7,34,14.29
4365,Lorenzo Manta,Grass,3,6,9,34,33.33
4366,Lorenzo Manta,Hard,7,11,18,34,38.89
4367,Lorenzo Musetti,Clay,5,2,7,7,71.43
4368,Lorenzo Sonego,Clay,21,23,44,87,47.73
4369,Lorenzo Sonego,Grass,5,3,8,87,62.5
4370,Lorenzo Sonego,Hard,14,21,35,87,40.0
4371,Lothar Pawlik,Clay,1,2,3,3,33.33
4372,Louis Gloria,Carpet,1,2,3,24,33.33
4373,Louis Gloria,Clay,1,2,3,24,33.33
4374,Louis Gloria,Grass,1,6,7,24,14.29
4375,Louis Gloria,Hard,2,9,11,24,18.18
4376,Louis Pretorius,Grass,1,1,2,2,50.0
4377,Louis Wessels,Clay,1,1,2,2,50.0
4378,Louk Sanders,Carpet,6,17,23,142,26.09
4379,Louk Sanders,Clay,43,49,92,142,46.74
4380,Louk Sanders,Hard,10,17,27,142,37.04
4381,Louk Sorensen,Clay,1,1,2,9,50.0
4382,Louk Sorensen,Hard,2,5,7,9,28.57
4383,Lovro Zovko,Clay,2,9,11,17,18.18
4384,Lovro Zovko,Hard,2,4,6,17,33.33
4385,Luca Bottazzi,Clay,5,12,17,17,29.41
4386,Luca Vanni,Clay,4,8,12,22,33.33
4387,Luca Vanni,Hard,1,9,10,22,10.0
4388,Lucas Arnold Ker,Clay,19,22,41,51,46.34
4389,Lucas Arnold Ker,Hard,3,7,10,51,30.0
4390,Lucas Gomez,Clay,2,4,6,16,33.33
4391,Lucas Gomez,Hard,1,9,10,16,10.0
4392,Lucas Pouille,Clay,35,28,63,241,55.56
4393,Lucas Pouille,Grass,18,13,31,241,58.06
4394,Lucas Pouille,Hard,79,68,147,241,53.74
4395,Luciano Ramazzini,Hard,1,1,2,2,50.0
4396,Lui Pang,Hard,3,3,6,6,50.0
4397,Luis Adrian Morejon,Clay,20,28,48,64,41.67
4398,Luis Adrian Morejon,Hard,6,10,16,64,37.5
4399,Luis Alberto Ayala,Clay,1,1,2,2,50.0
4400,Luis Arturo Gonzalez,Clay,2,4,6,6,33.33
4401,Luis Augusto Garcia,Clay,2,2,4,4,50.0
4402,Luis Ayala,Clay,9,10,19,33,47.37
4403,Luis Ayala,Grass,4,7,11,33,36.36
4404,Luis Ayala,Hard,2,1,3,33,66.67
4405,Luis Baraldi,Clay,2,5,7,7,28.57
4406,Luis Borfiga,Clay,4,12,16,16,25.0
4407,Luis Bruguera,Clay,3,12,15,15,20.0
4408,Luis David Martinez,Clay,1,3,4,16,25.0
4409,Luis David Martinez,Hard,6,6,12,16,50.0
4410,Luis Delgado,Clay,1,2,3,3,33.33
4411,Luis Felipe Tavares,Carpet,1,4,5,19,20.0
4412,Luis Felipe Tavares,Clay,3,7,10,19,30.0
4413,Luis Felipe Tavares,Hard,2,2,4,19,50.0
4414,Luis Haddock,Hard,1,1,2,2,50.0
4415,Luis Herrera,Carpet,2,6,8,136,25.0
4416,Luis Herrera,Clay,11,19,30,136,36.67
4417,Luis Herrera,Grass,12,13,25,136,48.0
4418,Luis Herrera,Hard,28,45,73,136,38.36
4419,Luis Horna,Carpet,1,4,5,282,20.0
4420,Luis Horna,Clay,104,86,190,282,54.74
4421,Luis Horna,Hard,36,51,87,282,41.38
4422,Luis Lobo,Clay,2,3,5,5,40.0
4423,Luis Manuel Flores,Hard,1,1,2,2,50.0
4424,Luis Patino,Hard,3,2,5,5,60.0
4425,Luis Perez Chete,Hard,6,4,10,10,60.0
4426,Luiz Mattar,Carpet,23,19,42,370,54.76
4427,Luiz Mattar,Clay,81,83,164,370,49.39
4428,Luiz Mattar,Grass,1,6,7,370,14.29
4429,Luiz Mattar,Hard,87,70,157,370,55.41
4430,Luka Gregorc,Carpet,1,1,2,18,50.0
4431,Luka Gregorc,Hard,8,8,16,18,50.0
4432,Lukas Dlouhy,Carpet,3,6,9,77,33.33
4433,Lukas Dlouhy,Clay,14,26,40,77,35.0
4434,Lukas Dlouhy,Grass,2,5,7,77,28.57
4435,Lukas Dlouhy,Hard,4,17,21,77,19.05
4436,Lukas Lacko,Clay,5,20,25,243,20.0
4437,Lukas Lacko,Grass,18,25,43,243,41.86
4438,Lukas Lacko,Hard,73,102,175,243,41.71
4439,Lukas Mugevicius,Clay,1,3,4,10,25.0
4440,Lukas Mugevicius,Hard,2,4,6,10,33.33
4441,Lukas Rosol,Clay,53,48,101,281,52.48
4442,Lukas Rosol,Grass,8,12,20,281,40.0
4443,Lukas Rosol,Hard,63,97,160,281,39.38
4444,Lukasz Kubot,Carpet,2,1,3,229,66.67
4445,Lukasz Kubot,Clay,46,51,97,229,47.42
4446,Lukasz Kubot,Grass,13,12,25,229,52.0
4447,Lukasz Kubot,Hard,38,66,104,229,36.54
4448,Luke Jensen,Carpet,1,5,6,55,16.67
4449,Luke Jensen,Clay,4,12,16,55,25.0
4450,Luke Jensen,Grass,1,3,4,55,25.0
4451,Luke Jensen,Hard,6,23,29,55,20.69
4452,Luke Milligan,Grass,3,5,8,11,37.5
4453,Luke Milligan,Hard,2,1,3,11,66.67
4454,Luke Saville,Grass,2,4,6,6,33.33
4455,Luke Smith,Hard,2,5,7,7,28.57
4456,M Abid Ali Khan Akbar,Hard,1,1,2,2,50.0
4457,M Borgener,Hard,1,1,2,2,50.0
4458,M Laimina,Clay,1,1,2,2,50.0
4459,M Lorenzo,Grass,1,1,2,2,50.0
4460,Ma Ilahi,Grass,1,1,2,2,50.0
4461,Mackenzie McDonald,Clay,3,7,10,67,30.0
4462,Mackenzie McDonald,Grass,5,3,8,67,62.5
4463,Mackenzie McDonald,Hard,19,30,49,67,38.78
4464,Magnus Gustafsson,Carpet,96,55,151,676,63.58
4465,Magnus Gustafsson,Clay,213,115,328,676,64.94
4466,Magnus Gustafsson,Grass,18,18,36,676,50.0
4467,Magnus Gustafsson,Hard,88,73,161,676,54.66
4468,Magnus Larsson,Carpet,64,36,100,542,64.0
4469,Magnus Larsson,Clay,110,83,193,542,56.99
4470,Magnus Larsson,Grass,24,19,43,542,55.81
4471,Magnus Larsson,Hard,115,91,206,542,55.83
4472,Magnus Nilsson,Clay,1,1,2,2,50.0
4473,Magnus Norman,Carpet,15,14,29,423,51.72
4474,Magnus Norman,Clay,109,71,180,423,60.56
4475,Magnus Norman,Grass,7,8,15,423,46.67
4476,Magnus Norman,Hard,115,84,199,423,57.79
4477,Magnus Tideman,Clay,10,25,35,46,28.57
4478,Magnus Tideman,Hard,4,7,11,46,36.36
4479,Mahader Hassan,Grass,1,2,3,3,33.33
4480,Mahesh Bhupathi,Clay,1,3,4,37,25.0
4481,Mahesh Bhupathi,Grass,6,10,16,37,37.5
4482,Mahesh Bhupathi,Hard,3,14,17,37,17.65
4483,Mahtabur Rahman,Hard,1,3,4,4,25.0
4484,Mait Kunnap,Carpet,2,3,5,8,40.0
4485,Mait Kunnap,Hard,1,2,3,8,33.33
4486,Mal Anderson,Clay,5,9,14,109,35.71
4487,Mal Anderson,Grass,35,24,59,109,59.32
4488,Mal Anderson,Hard,23,13,36,109,63.89
4489,Malcolm Allen,Hard,1,4,5,5,20.0
4490,Malek Jaziri,Carpet,1,1,2,232,50.0
4491,Malek Jaziri,Clay,23,31,54,232,42.59
4492,Malek Jaziri,Grass,8,19,27,232,29.63
4493,Malek Jaziri,Hard,64,85,149,232,42.95
4494,Malivai Washington,Carpet,40,37,77,436,51.95
4495,Malivai Washington,Clay,43,33,76,436,56.58
4496,Malivai Washington,Grass,26,21,47,436,55.32
4497,Malivai Washington,Hard,142,94,236,436,60.17
4498,Mansour Bahrami,Carpet,6,7,13,84,46.15
4499,Mansour Bahrami,Clay,20,29,49,84,40.82
4500,Mansour Bahrami,Hard,6,16,22,84,27.27
4501,Manuel De Sousa,Clay,1,3,4,4,25.0
4502,Manuel Diaz,Hard,2,3,5,5,40.0
4503,Manuel Orantes,Carpet,38,39,77,956,49.35
4504,Manuel Orantes,Clay,560,170,730,956,76.71
4505,Manuel Orantes,Grass,31,23,54,956,57.41
4506,Manuel Orantes,Hard,54,41,95,956,56.84
4507,Manuel Sanchez,Clay,3,5,8,11,37.5
4508,Manuel Sanchez,Hard,2,1,3,11,66.67
4509,Manuel Santana,Carpet,9,7,16,128,56.25
4510,Manuel Santana,Clay,60,22,82,128,73.17
4511,Manuel Santana,Grass,9,5,14,128,64.29
4512,Manuel Santana,Hard,9,7,16,128,56.25
4513,Manuel Tejada,Clay,1,7,8,10,12.5
4514,Manuel Tejada,Hard,1,1,2,10,50.0
4515,Manuel Tolentino,Clay,3,1,4,4,75.0
4516,Manuel Valleramos,Hard,1,1,2,2,50.0
4517,Mao Xin Gong,Hard,2,6,8,8,25.0
4518,Marat Safin,Carpet,61,26,87,693,70.11
4519,Marat Safin,Clay,121,82,203,693,59.61
4520,Marat Safin,Grass,26,19,45,693,57.78
4521,Marat Safin,Hard,216,142,358,693,60.34
4522,Marc Abdulnour,Clay,1,1,2,7,50.0
4523,Marc Abdulnour,Hard,2,3,5,7,40.0
4524,Marc Andrea Huesler,Clay,4,3,7,12,57.14
4525,Marc Andrea Huesler,Hard,2,3,5,12,40.0
4526,Marc Flur,Carpet,2,7,9,101,22.22
4527,Marc Flur,Clay,4,8,12,101,33.33
4528,Marc Flur,Grass,11,16,27,101,40.74
4529,Marc Flur,Hard,21,32,53,101,39.62
4530,Marc Gicquel,Carpet,12,6,18,205,66.67
4531,Marc Gicquel,Clay,26,33,59,205,44.07
4532,Marc Gicquel,Grass,11,15,26,205,42.31
4533,Marc Gicquel,Hard,43,59,102,205,42.16
4534,Marc Kevin Goellner,Carpet,19,30,49,355,38.78
4535,Marc Kevin Goellner,Clay,87,83,170,355,51.18
4536,Marc Kevin Goellner,Grass,17,20,37,355,45.95
4537,Marc Kevin Goellner,Hard,37,62,99,355,37.37
4538,Marc Lopez,Clay,20,27,47,54,42.55
4539,Marc Lopez,Grass,1,2,3,54,33.33
4540,Marc Lopez,Hard,2,2,4,54,50.0
4541,Marc Polmans,Clay,1,2,3,14,33.33
4542,Marc Polmans,Hard,2,9,11,14,18.18
4543,Marc Rosset,Carpet,126,72,198,789,63.64
4544,Marc Rosset,Clay,118,116,234,789,50.43
4545,Marc Rosset,Grass,28,31,59,789,47.46
4546,Marc Rosset,Hard,162,136,298,789,54.36
4547,Marcel Felder,Clay,15,12,27,33,55.56
4548,Marcel Felder,Hard,4,2,6,33,66.67
4549,Marcel Freeman,Carpet,5,11,16,140,31.25
4550,Marcel Freeman,Clay,13,21,34,140,38.24
4551,Marcel Freeman,Grass,7,13,20,140,35.0
4552,Marcel Freeman,Hard,28,42,70,140,40.0
4553,Marcel Granollers,Clay,103,111,214,453,48.13
4554,Marcel Granollers,Grass,17,21,38,453,44.74
4555,Marcel Granollers,Hard,83,118,201,453,41.29
4556,Marcello Craca,Clay,10,18,28,33,35.71
4557,Marcello Craca,Hard,1,4,5,33,20.0
4558,Marcello Lara,Carpet,2,10,12,172,16.67
4559,Marcello Lara,Clay,43,57,100,172,43.0
4560,Marcello Lara,Grass,6,16,22,172,27.27
4561,Marcello Lara,Hard,14,24,38,172,36.84
4562,Marcelo Arevalo,Clay,3,10,13,38,23.08
4563,Marcelo Arevalo,Hard,18,7,25,38,72.0
4564,Marcelo Charpentier,Clay,6,19,25,31,24.0
4565,Marcelo Charpentier,Hard,2,4,6,31,33.33
4566,Marcelo Demoliner,Hard,1,1,2,2,50.0
4567,Marcelo Filippini,Carpet,4,11,15,498,26.67
4568,Marcelo Filippini,Clay,218,180,398,498,54.77
4569,Marcelo Filippini,Hard,27,58,85,498,31.76
4570,Marcelo Hennemann,Carpet,1,1,2,16,50.0
4571,Marcelo Hennemann,Clay,3,5,8,16,37.5
4572,Marcelo Hennemann,Hard,2,4,6,16,33.33
4573,Marcelo Ingaramo,Clay,30,45,75,82,40.0
4574,Marcelo Ingaramo,Hard,3,4,7,82,42.86
4575,Marcelo Rios,Carpet,31,19,50,589,62.0
4576,Marcelo Rios,Clay,181,82,263,589,68.82
4577,Marcelo Rios,Grass,6,6,12,589,50.0
4578,Marcelo Rios,Hard,176,88,264,589,66.67
4579,Marcelo Saliola,Carpet,3,2,5,5,60.0
4580,Marcelo Tomas Barrios Vera,Clay,1,2,3,5,33.33
4581,Marcelo Tomas Barrios Vera,Hard,1,1,2,5,50.0
4582,Marcin Gawron,Hard,1,1,2,2,50.0
4583,Marcin Matkowski,Clay,3,3,6,6,50.0
4584,Marcio Carlsson,Clay,5,8,13,13,38.46
4585,Marco Alciati,Clay,3,6,9,9,33.33
4586,Marco Armellini,Clay,4,3,7,7,57.14
4587,Marco Cecchinato,Clay,38,46,84,137,45.24
4588,Marco Cecchinato,Grass,2,6,8,137,25.0
4589,Marco Cecchinato,Hard,10,35,45,137,22.22
4590,Marco Chiudinelli,Carpet,3,2,5,149,60.0
4591,Marco Chiudinelli,Clay,7,20,27,149,25.93
4592,Marco Chiudinelli,Grass,6,9,15,149,40.0
4593,Marco Chiudinelli,Hard,36,66,102,149,35.29
4594,Marco Consolini,Clay,1,4,5,5,20.0
4595,Marco Meneschincheri,Clay,1,11,12,14,8.33
4596,Marco Meneschincheri,Hard,1,1,2,14,50.0
4597,Marco Osorio,Hard,5,3,8,8,62.5
4598,Marco Trungelliti,Clay,11,11,22,27,50.0
4599,Marco Trungelliti,Hard,1,4,5,27,20.0
4600,Marcos Aurelio Gorriz,Carpet,3,5,8,116,37.5
4601,Marcos Aurelio Gorriz,Clay,30,57,87,116,34.48
4602,Marcos Aurelio Gorriz,Grass,1,3,4,116,25.0
4603,Marcos Aurelio Gorriz,Hard,4,13,17,116,23.53
4604,Marcos Baghdatis,Carpet,13,2,15,624,86.67
4605,Marcos Baghdatis,Clay,38,50,88,624,43.18
4606,Marcos Baghdatis,Grass,55,40,95,624,57.89
4607,Marcos Baghdatis,Hard,244,182,426,624,57.28
4608,Marcos Daniel,Clay,22,37,59,90,37.29
4609,Marcos Daniel,Grass,1,6,7,90,14.29
4610,Marcos Daniel,Hard,1,23,24,90,4.17
4611,Marcos Giron,Clay,1,1,2,32,50.0
4612,Marcos Giron,Hard,13,17,30,32,43.33
4613,Marcos Hocevar,Carpet,1,9,10,188,10.0
4614,Marcos Hocevar,Clay,59,63,122,188,48.36
4615,Marcos Hocevar,Grass,12,11,23,188,52.17
4616,Marcos Hocevar,Hard,15,18,33,188,45.45
4617,Marcos Ondruska,Carpet,4,13,17,265,23.53
4618,Marcos Ondruska,Clay,27,33,60,265,45.0
4619,Marcos Ondruska,Grass,13,17,30,265,43.33
4620,Marcos Ondruska,Hard,74,84,158,265,46.84
4621,Marcus Daniell,Hard,1,1,2,2,50.0
4622,Marcus Hilpert,Hard,1,2,3,3,33.33
4623,Marcus Sarstrand,Clay,1,2,3,3,33.33
4624,Marcus Willis,Grass,1,1,2,2,50.0
4625,Mardy Fish,Carpet,4,7,11,526,36.36
4626,Mardy Fish,Clay,30,35,65,526,46.15
4627,Mardy Fish,Grass,46,26,72,526,63.89
4628,Mardy Fish,Hard,223,155,378,526,58.99
4629,Marian Laudin,Clay,1,2,3,3,33.33
4630,Marian Vajda,Carpet,8,24,32,272,25.0
4631,Marian Vajda,Clay,94,87,181,272,51.93
4632,Marian Vajda,Grass,1,3,4,272,25.0
4633,Marian Vajda,Hard,17,38,55,272,30.91
4634,Mariano Hood,Clay,4,7,11,11,36.36
4635,Mariano Puerta,Carpet,4,8,12,243,33.33
4636,Mariano Puerta,Clay,108,77,185,243,58.38
4637,Mariano Puerta,Hard,16,30,46,243,34.78
4638,Mariano Sanchez,Clay,2,1,3,3,66.67
