,name,surface,winner_id,won,loser_id,lost,surface_total,total_matches,win_rate
1059,Carlos Costa,Carpet,101475,5,101475,19,24,456,20.83
1060,Carlos Costa,Clay,101475,196,101475,131,327,456,59.94
1061,Carlos Costa,Grass,101475,3,101475,5,8,456,37.5
1062,Carlos Costa,Hard,101475,44,101475,53,97,456,45.36
1063,Carlos Cuadrado,Clay,104196,4,104196,4,8,8,50.0
1064,Carlos Di Laura,Clay,101074,10,101074,26,36,47,27.78
1065,Carlos Di Laura,Hard,101074,3,101074,8,11,47,27.27
1066,Carlos Gattiker,Carpet,100438,1,100438,1,2,25,50.0
1067,Carlos Gattiker,Clay,100438,1,100438,22,23,25,4.35
1068,Carlos Gomez,Clay,106700,1,106700,5,6,6,16.67
1069,Carlos Kirmayr,Carpet,100221,12,100221,20,32,317,37.5
1070,Carlos Kirmayr,Clay,100221,98,100221,106,204,317,48.04
1071,Carlos Kirmayr,Grass,100221,9,100221,12,21,317,42.86
1072,Carlos Kirmayr,Hard,100221,28,100221,32,60,317,46.67
1073,Carlos Lando,Clay,106702,1,106702,7,8,8,12.5
1074,Carlos Moya,Carpet,102845,14,102845,20,34,900,41.18
1075,Carlos Moya,Clay,102845,339,102845,143,482,900,70.33
1076,Carlos Moya,Grass,102845,13,102845,15,28,900,46.43
1077,Carlos Moya,Hard,102845,212,102845,144,356,900,59.55
1078,Carlos Salamanca,Clay,104113,3,104113,1,4,4,75.0
1079,Carlos Taberner,Clay,126535,1,126535,3,4,6,25.0
1080,Carlos Taberner,Hard,126535,1,126535,1,2,6,50.0
1081,Carsten Arriens,Clay,101594,9,101594,14,23,60,39.13
1082,Carsten Arriens,Hard,101594,19,101594,18,37,60,51.35
1083,Carsten Ball,Clay,104958,4,104958,2,6,24,66.67
1084,Carsten Ball,Hard,104958,7,104958,11,18,24,38.89
1085,Cary Leeds,Hard,106706,1,106706,6,7,7,14.29
1086,Cary Stansbury,Carpet,100564,1,100564,3,4,26,25.0
1087,Cary Stansbury,Clay,100564,1,100564,5,6,26,16.67
1088,Cary Stansbury,Hard,100564,5,100564,11,16,26,31.25
1089,Casper Ruud,Clay,134770,46,134770,25,71,111,64.79
1090,Casper Ruud,Hard,134770,14,134770,26,40,111,35.0
1091,Cassio Motta,Carpet,100652,9,100652,16,25,296,36.0
1092,Cassio Motta,Clay,100652,64,100652,102,166,296,38.55
1093,Cassio Motta,Grass,100652,8,100652,12,20,296,40.0
1094,Cassio Motta,Hard,100652,35,100652,50,85,296,41.18
1095,Cecil Mamiit,Carpet,102821,2,102821,3,5,167,40.0
1096,Cecil Mamiit,Clay,102821,7,102821,16,23,167,30.43
1097,Cecil Mamiit,Grass,102821,4,102821,13,17,167,23.53
1098,Cecil Mamiit,Hard,102821,46,102821,76,122,167,37.7
1099,Cecil Pedlow,Grass,209523,1,209523,1,2,2,50.0
1100,Cedric Pioline,Carpet,101611,75,101611,64,139,708,53.96
1101,Cedric Pioline,Clay,101611,118,101611,102,220,708,53.64
1102,Cedric Pioline,Grass,101611,46,101611,31,77,708,59.74
1103,Cedric Pioline,Hard,101611,151,101611,121,272,708,55.51
1104,Cedrik Marcel Stebe,Clay,105649,18,105649,16,34,78,52.94
1105,Cedrik Marcel Stebe,Grass,105649,2,105649,6,8,78,25.0
1106,Cedrik Marcel Stebe,Hard,105649,11,105649,25,36,78,30.56
1107,Cem Ilkel,Hard,117356,4,117356,10,14,14,28.57
1108,Cesar Kist,Clay,101076,4,101076,9,13,21,30.77
1109,Cesar Kist,Hard,101076,2,101076,6,8,21,25.0
1110,Cesar Ramirez,Clay,105471,7,105471,8,15,18,46.67
1111,Cesar Ramirez,Hard,105471,1,105471,2,3,18,33.33
1112,Chaim Arlozorov,Hard,106715,1,106715,3,4,4,25.0
1113,Chang Rung Wu,Hard,110141,13,110141,11,24,24,54.17
1114,Charles Auffray,Clay,102180,1,102180,6,7,7,14.29
1115,Charles Beckman,Hard,101114,1,101114,3,4,4,25.0
1116,Charles Bud Cox,Carpet,100669,2,100669,2,4,23,50.0
1117,Charles Bud Cox,Clay,100669,2,100669,5,7,23,28.57
1118,Charles Bud Cox,Hard,100669,3,100669,9,12,23,25.0
1119,Charles Buzz Strode,Carpet,100496,1,100496,3,4,28,25.0
1120,Charles Buzz Strode,Clay,100496,4,100496,9,13,28,30.77
1121,Charles Buzz Strode,Hard,100496,3,100496,8,11,28,27.27
1122,Charles Mckinley,Grass,109932,2,109932,2,4,4,50.0
1123,Charles Owens,Carpet,100216,15,100216,26,41,120,36.59
1124,Charles Owens,Clay,100216,11,100216,18,29,120,37.93
1125,Charles Owens,Grass,100216,7,100216,9,16,120,43.75
1126,Charles Owens,Hard,100216,16,100216,18,34,120,47.06
1127,Charlie Fancutt,Clay,100605,4,100605,4,8,59,50.0
1128,Charlie Fancutt,Grass,100605,15,100605,26,41,59,36.59
1129,Charlie Fancutt,Hard,100605,3,100605,7,10,59,30.0
1130,Charlie Pasarell,Carpet,100081,71,100081,69,140,474,50.71
1131,Charlie Pasarell,Clay,100081,50,100081,55,105,474,47.62
1132,Charlie Pasarell,Grass,100081,55,100081,34,89,474,61.8
1133,Charlie Pasarell,Hard,100081,64,100081,76,140,474,45.71
1134,Charlton Eagle,Grass,100982,1,100982,3,4,4,25.0
1135,Chauncey Steele Iii,Grass,109811,7,109811,9,16,16,43.75
1136,Chee Yen Chen,Hard,108870,1,108870,3,4,4,25.0
1137,Cheuk Wai Hui,Hard,108728,1,108728,1,2,2,50.0
1138,Chi Wan Kim,Hard,101522,1,101522,2,3,3,33.33
1139,Chia Yen Tsai,Carpet,102543,1,102543,1,2,21,50.0
1140,Chia Yen Tsai,Clay,102543,2,102543,3,5,21,40.0
1141,Chia Yen Tsai,Hard,102543,7,102543,7,14,21,50.0
1142,Chieh Fu Wang,Hard,106237,2,106237,1,3,3,66.67
1143,Chih Jung Chen,Carpet,102119,1,102119,2,3,23,33.33
1144,Chih Jung Chen,Clay,102119,5,102119,6,11,23,45.45
1145,Chih Jung Chen,Hard,102119,5,102119,4,9,23,55.56
1146,Chip Hooper,Carpet,100567,37,100567,35,72,223,51.39
1147,Chip Hooper,Clay,100567,7,100567,9,16,223,43.75
1148,Chip Hooper,Grass,100567,13,100567,19,32,223,40.62
1149,Chip Hooper,Hard,100567,47,100567,56,103,223,45.63
1150,Chiradip Mukerjea,Clay,110166,1,110166,2,3,3,33.33
1151,Chiraid Mukherjea,Clay,100312,1,100312,3,4,11,25.0
1152,Chiraid Mukherjea,Grass,100312,3,100312,4,7,11,42.86
1153,Choon Ho Kim,Clay,100697,4,100697,6,10,10,40.0
1154,Chris Bailey,Grass,101477,9,101477,19,28,47,32.14
1155,Chris Bailey,Hard,101477,7,101477,12,19,47,36.84
1156,Chris Bovett,Grass,100108,1,100108,3,4,4,25.0
1157,Chris Bradnam,Clay,100527,1,100527,1,2,2,50.0
1158,Chris Brandi,Hard,108764,2,108764,1,3,3,66.67
1159,Chris Delaney,Carpet,100488,6,100488,8,14,60,42.86
1160,Chris Delaney,Clay,100488,5,100488,10,15,60,33.33
1161,Chris Delaney,Grass,100488,11,100488,9,20,60,55.0
1162,Chris Delaney,Hard,100488,4,100488,7,11,60,36.36
1163,Chris Dunk,Carpet,100522,7,100522,7,14,50,50.0
1164,Chris Dunk,Clay,100522,1,100522,3,4,50,25.0
1165,Chris Dunk,Grass,100522,2,100522,9,11,50,18.18
1166,Chris Dunk,Hard,100522,8,100522,13,21,50,38.1
1167,Chris Eaton,Grass,105052,1,105052,1,2,4,50.0
1168,Chris Eaton,Hard,105052,1,105052,1,2,4,50.0
1169,Chris Garner,Carpet,101593,4,101593,3,7,60,57.14
1170,Chris Garner,Clay,101593,6,101593,11,17,60,35.29
1171,Chris Garner,Hard,101593,13,101593,23,36,60,36.11
1172,Chris Guccione,Clay,104589,2,104589,12,14,110,14.29
1173,Chris Guccione,Grass,104589,8,104589,12,20,110,40.0
1174,Chris Guccione,Hard,104589,35,104589,41,76,110,46.05
1175,Chris Gunning,Grass,100296,2,100296,2,4,7,50.0
1176,Chris Gunning,Hard,100296,1,100296,2,3,7,33.33
1177,Chris Haggard,Grass,101904,1,101904,2,3,3,33.33
1178,Chris Johnstone,Carpet,100699,6,100699,9,15,99,40.0
1179,Chris Johnstone,Clay,100699,6,100699,17,23,99,26.09
1180,Chris Johnstone,Grass,100699,21,100699,28,49,99,42.86
1181,Chris Johnstone,Hard,100699,3,100699,9,12,99,25.0
1182,Chris Kachel,Carpet,100382,1,100382,8,9,113,11.11
1183,Chris Kachel,Clay,100382,5,100382,22,27,113,18.52
1184,Chris Kachel,Grass,100382,18,100382,35,53,113,33.96
1185,Chris Kachel,Hard,100382,6,100382,18,24,113,25.0
1186,Chris Lewis,Carpet,100474,17,100474,24,41,676,41.46
1187,Chris Lewis,Clay,100474,114,100474,87,201,676,56.72
1188,Chris Lewis,Clay,100474,114,103993,1,115,676,99.13
1189,Chris Lewis,Grass,100474,57,100474,48,105,676,54.29
1190,Chris Lewis,Grass,100474,57,103993,1,58,676,98.28
1191,Chris Lewis,Grass,103993,1,100474,48,49,676,2.04
1192,Chris Lewis,Grass,103993,1,103993,1,2,676,50.0
1193,Chris Lewis,Hard,100474,36,100474,31,67,676,53.73
1194,Chris Lewis,Hard,100474,36,103993,2,38,676,94.74
1195,Chris Mayotte,Carpet,100499,3,100499,8,11,92,27.27
1196,Chris Mayotte,Clay,100499,13,100499,23,36,92,36.11
1197,Chris Mayotte,Grass,100499,1,100499,7,8,92,12.5
1198,Chris Mayotte,Hard,100499,17,100499,20,37,92,45.95
1199,Chris Pridham,Carpet,101126,11,101126,14,25,134,44.0
1200,Chris Pridham,Clay,101126,1,101126,4,5,134,20.0
1201,Chris Pridham,Grass,101126,6,101126,11,17,134,35.29
1202,Chris Pridham,Hard,101126,36,101126,51,87,134,41.38
1203,Chris Walsh,Grass,209801,1,209801,1,2,2,50.0
1204,Chris Wilkinson,Carpet,101681,1,101681,2,3,78,33.33
1205,Chris Wilkinson,Clay,101681,2,101681,3,5,78,40.0
1206,Chris Wilkinson,Grass,101681,20,101681,25,45,78,44.44
1207,Chris Wilkinson,Hard,101681,5,101681,20,25,78,20.0
1208,Chris Woodruff,Carpet,102162,12,102162,9,21,216,57.14
1209,Chris Woodruff,Clay,102162,19,102162,22,41,216,46.34
1210,Chris Woodruff,Grass,102162,10,102162,10,20,216,50.0
1211,Chris Woodruff,Hard,102162,68,102162,66,134,216,50.75
1212,Christer Allgardh,Clay,101329,12,101329,17,29,38,41.38
1213,Christer Allgardh,Hard,101329,2,101329,7,9,38,22.22
1214,Christian Bergstrom,Carpet,101377,34,101377,37,71,326,47.89
1215,Christian Bergstrom,Clay,101377,46,101377,55,101,326,45.54
1216,Christian Bergstrom,Grass,101377,14,101377,13,27,326,51.85
1217,Christian Bergstrom,Hard,101377,68,101377,59,127,326,53.54
1218,Christian Garay,Hard,125571,3,125571,2,5,5,60.0
1219,Christian Garin,Clay,106426,43,106426,21,64,112,67.19
1220,Christian Garin,Grass,106426,2,106426,5,7,112,28.57
1221,Christian Garin,Hard,106426,15,106426,26,41,112,36.59
1222,Christian Geyer,Carpet,101024,1,101024,2,3,6,33.33
1223,Christian Geyer,Clay,101024,1,101024,2,3,6,33.33
1224,Christian Harrison,Grass,106328,1,106328,2,3,12,33.33
1225,Christian Harrison,Hard,106328,4,106328,5,9,12,44.44
1226,Christian Kuhnke,Clay,100034,29,100034,15,44,55,65.91
1227,Christian Kuhnke,Grass,100034,1,100034,1,2,55,50.0
1228,Christian Kuhnke,Hard,100034,3,100034,6,9,55,33.33
1229,Christian Lindell,Clay,105872,5,105872,10,15,15,33.33
1230,Christian Miniussi,Clay,101368,53,101368,66,119,136,44.54
1231,Christian Miniussi,Hard,101368,6,101368,11,17,136,35.29
1232,Christian Ruud,Carpet,102104,3,102104,7,10,264,30.0
1233,Christian Ruud,Clay,102104,92,102104,84,176,264,52.27
1234,Christian Ruud,Hard,102104,29,102104,49,78,264,37.18
1235,Christian Saceanu,Carpet,101500,17,101500,21,38,183,44.74
1236,Christian Saceanu,Clay,101500,10,101500,19,29,183,34.48
1237,Christian Saceanu,Grass,101500,23,101500,19,42,183,54.76
1238,Christian Saceanu,Hard,101500,21,101500,53,74,183,28.38
1239,Christian Vinck,Clay,102652,4,102652,15,19,61,21.05
1240,Christian Vinck,Grass,102652,5,102652,8,13,61,38.46
1241,Christian Vinck,Hard,102652,8,102652,21,29,61,27.59
1242,Christo Steyn,Carpet,100742,3,100742,7,10,96,30.0
1243,Christo Steyn,Clay,100742,4,100742,7,11,96,36.36
1244,Christo Steyn,Grass,100742,16,100742,12,28,96,57.14
1245,Christo Steyn,Hard,100742,20,100742,27,47,96,42.55
1246,Christo Van Rensburg,Carpet,100870,24,100870,28,52,326,46.15
1247,Christo Van Rensburg,Clay,100870,1,100870,10,11,326,9.09
1248,Christo Van Rensburg,Grass,100870,55,100870,35,90,326,61.11
1249,Christo Van Rensburg,Hard,100870,86,100870,87,173,326,49.71
1250,Christoph Meyer,Clay,106751,3,106751,3,6,6,50.0
1251,Christoph Zipf,Carpet,100878,4,100878,5,9,43,44.44
1252,Christoph Zipf,Clay,100878,5,100878,15,20,43,25.0
1253,Christoph Zipf,Hard,100878,6,100878,8,14,43,42.86
1254,Christophe Bernelle,Clay,100883,1,100883,3,4,4,25.0
1255,Christophe Boggetti,Clay,108811,4,108811,6,10,12,40.0
1256,Christophe Boggetti,Hard,108811,1,108811,1,2,12,50.0
1257,Christophe Casa,Carpet,100483,1,100483,3,4,47,25.0
1258,Christophe Casa,Clay,100483,15,100483,28,43,47,34.88
1259,Christophe Freyss,Carpet,100443,1,100443,6,7,129,14.29
1260,Christophe Freyss,Clay,100443,44,100443,59,103,129,42.72
1261,Christophe Freyss,Hard,100443,4,100443,15,19,129,21.05
1262,Christophe Lesage,Clay,106758,1,106758,2,3,3,33.33
1263,Christophe Rochus,Carpet,103294,5,103294,14,19,337,26.32
1264,Christophe Rochus,Clay,103294,69,103294,97,166,337,41.57
1265,Christophe Rochus,Grass,103294,3,103294,22,25,337,12.0
1266,Christophe Rochus,Hard,103294,41,103294,86,127,337,32.28
1267,Christophe Roger Vasselin,Carpet,100486,7,100486,21,28,221,25.0
1268,Christophe Roger Vasselin,Clay,100486,53,100486,66,119,221,44.54
1269,Christophe Roger Vasselin,Grass,100486,2,100486,8,10,221,20.0
1270,Christophe Roger Vasselin,Hard,100486,29,100486,35,64,221,45.31
1271,Christophe Van Garsse,Carpet,102419,1,102419,1,2,37,50.0
1272,Christophe Van Garsse,Clay,102419,12,102419,6,18,37,66.67
1273,Christophe Van Garsse,Grass,102419,2,102419,2,4,37,50.0
1274,Christophe Van Garsse,Hard,102419,6,102419,7,13,37,46.15
1275,Christopher Diaz Figueroa,Clay,105499,1,105499,5,6,19,16.67
1276,Christopher Diaz Figueroa,Hard,105499,7,105499,6,13,19,53.85
1277,Christopher Eubanks,Grass,111153,1,111153,1,2,18,50.0
1278,Christopher Eubanks,Hard,111153,3,111153,13,16,18,18.75
1279,Christopher Gatt,Clay,110866,1,110866,3,4,6,25.0
1280,Christopher Gatt,Hard,110866,1,110866,1,2,6,50.0
1281,Christopher O'Connell,Hard,106331,3,106331,6,9,9,33.33
1282,Christopher Rungkat,Hard,105464,17,105464,12,29,29,58.62
1283,Christopher Sylvan,Clay,100373,1,100373,4,5,8,20.0
1284,Christopher Sylvan,Hard,100373,2,100373,1,3,8,66.67
1285,Chuck Adams,Carpet,101901,11,101901,9,20,176,55.0
1286,Chuck Adams,Clay,101901,1,101901,11,12,176,8.33
1287,Chuck Adams,Grass,101901,3,101901,7,10,176,30.0
1288,Chuck Adams,Hard,101901,68,101901,66,134,176,50.75
1289,Chuhan Wang,Hard,105934,1,105934,2,3,3,33.33
1290,Chun Hsin Tseng,Hard,202358,3,202358,3,6,6,50.0
1291,Chung Hsing Liu,Hard,109456,7,109456,10,17,17,41.18
1292,Clark Graebner,Carpet,100078,29,100078,28,57,350,50.88
1293,Clark Graebner,Clay,100078,51,100078,25,76,350,67.11
1294,Clark Graebner,Grass,100078,63,100078,23,86,350,73.26
1295,Clark Graebner,Hard,100078,89,100078,42,131,350,67.94
1296,Claude De Gronckel,Clay,109767,1,109767,6,7,7,14.29
1297,Claude Ngoran,Carpet,102556,4,102556,4,8,44,50.0
1298,Claude Ngoran,Clay,102556,7,102556,5,12,44,58.33
1299,Claude Ngoran,Hard,102556,15,102556,9,24,44,62.5
1300,Claudio Mezzadri,Carpet,101147,8,101147,15,23,256,34.78
1301,Claudio Mezzadri,Clay,101147,91,101147,95,186,256,48.92
1302,Claudio Mezzadri,Grass,101147,1,101147,3,4,256,25.0
1303,Claudio Mezzadri,Hard,101147,17,101147,26,43,256,39.53
1304,Claudio Panatta,Carpet,100646,3,100646,7,10,247,30.0
1305,Claudio Panatta,Clay,100646,84,100646,105,189,247,44.44
1306,Claudio Panatta,Grass,100646,4,100646,8,12,247,33.33
1307,Claudio Panatta,Hard,100646,14,100646,22,36,247,38.89
1308,Claudio Pistolesi,Clay,101387,74,101387,87,161,185,45.96
1309,Claudio Pistolesi,Grass,101387,1,101387,4,5,185,20.0
1310,Claudio Pistolesi,Hard,101387,2,101387,17,19,185,10.53
1311,Clay Iles,Grass,110048,2,110048,2,4,4,50.0
1312,Clemens Trimmel,Clay,103216,1,103216,6,7,7,14.29
1313,Clement Morel,Clay,104402,1,104402,1,2,2,50.0
1314,Clement Ngoran,Carpet,101630,3,101630,1,4,31,75.0
1315,Clement Ngoran,Clay,101630,4,101630,4,8,31,50.0
1316,Clement Ngoran,Hard,101630,13,101630,6,19,31,68.42
1317,Clement Reix,Hard,104256,1,104256,1,2,2,50.0
1318,Cliff Drysdale,Carpet,100055,97,100055,80,177,555,54.8
1319,Cliff Drysdale,Clay,100055,90,100055,42,132,555,68.18
1320,Cliff Drysdale,Grass,100055,50,100055,27,77,555,64.94
1321,Cliff Drysdale,Hard,100055,109,100055,60,169,555,64.5
1322,Cliff Letcher,Carpet,100265,3,100265,10,13,182,23.08
1323,Cliff Letcher,Clay,100265,15,100265,40,55,182,27.27
1324,Cliff Letcher,Grass,100265,34,100265,45,79,182,43.04
1325,Cliff Letcher,Hard,100265,10,100265,25,35,182,28.57
1326,Cliff Richey,Carpet,100128,86,100128,54,140,587,61.43
1327,Cliff Richey,Clay,100128,129,100128,55,184,587,70.11
1328,Cliff Richey,Grass,100128,40,100128,21,61,587,65.57
1329,Cliff Richey,Hard,100128,142,100128,60,202,587,70.3
1330,Cliff Skakle,Hard,106780,1,106780,2,3,3,33.33
1331,Clinton Marsh,Hard,102010,1,102010,5,6,6,16.67
1332,Clive Brebnor,Hard,109948,3,109948,6,9,9,33.33
1333,Clive Wilderspin,Grass,209542,1,209542,1,2,2,50.0
1334,Cm Robinson,Clay,109787,1,109787,1,2,2,50.0
1335,Colin Beecher,Grass,101814,1,101814,2,3,3,33.33
1336,Colin Dibley,Carpet,100091,51,100091,61,112,605,45.54
1337,Colin Dibley,Clay,100091,73,100091,79,152,605,48.03
1338,Colin Dibley,Grass,100091,94,100091,68,162,605,58.02
1339,Colin Dibley,Hard,100091,86,100091,93,179,605,48.04
1340,Colin Diederichs,Hard,209604,1,209604,2,3,3,33.33
1341,Colin Dowdeswell,Carpet,100377,2,100377,18,20,282,10.0
1342,Colin Dowdeswell,Clay,100377,60,100377,93,153,282,39.22
1343,Colin Dowdeswell,Grass,100377,10,100377,20,30,282,33.33
1344,Colin Dowdeswell,Hard,100377,38,100377,41,79,282,48.1
1345,Colin Grant,Carpet,106782,3,106782,3,6,32,50.0
1346,Colin Grant,Clay,106782,2,106782,2,4,32,50.0
1347,Colin Grant,Hard,106782,12,106782,10,22,32,54.55
1348,Colin Obrien,Grass,104352,1,104352,1,2,5,50.0
1349,Colin Obrien,Hard,104352,2,104352,1,3,5,66.67
1350,Colin Rees,Hard,209422,4,209422,3,7,7,57.14
1351,Colin Stubs,Clay,100053,2,100053,4,6,27,33.33
1352,Colin Stubs,Grass,100053,5,100053,11,16,27,31.25
1353,Colin Stubs,Hard,100053,1,100053,4,5,27,20.0
1354,Conor Niland,Carpet,103851,3,103851,5,8,27,37.5
1355,Conor Niland,Clay,103851,2,103851,4,6,27,33.33
1356,Conor Niland,Grass,103851,1,103851,4,5,27,20.0
1357,Conor Niland,Hard,103851,4,103851,4,8,27,50.0
1358,Constant Lestienne,Hard,106005,1,106005,3,4,4,25.0
1359,Corentin Moutet,Clay,144895,9,144895,17,26,57,34.62
1360,Corentin Moutet,Grass,144895,1,144895,1,2,57,50.0
1361,Corentin Moutet,Hard,144895,13,144895,16,29,57,44.83
1362,Corrado Aprili,Clay,101085,4,101085,15,19,19,21.05
1363,Corrado Barazzutti,Carpet,100297,41,100297,41,82,560,50.0
1364,Corrado Barazzutti,Clay,100297,247,100297,153,400,560,61.75
1365,Corrado Barazzutti,Grass,100297,1,100297,8,9,560,11.11
1366,Corrado Barazzutti,Hard,100297,41,100297,28,69,560,59.42
1367,Corrado Borroni,Clay,102212,2,102212,3,5,5,40.0
1368,Craig A Miller,Carpet,100868,5,100868,8,13,79,38.46
1369,Craig A Miller,Clay,100868,4,100868,9,13,79,30.77
1370,Craig A Miller,Grass,100868,13,100868,25,38,79,34.21
1371,Craig A Miller,Hard,100868,4,100868,11,15,79,26.67
1372,Craig Campbell,Clay,100945,2,100945,5,7,20,28.57
1373,Craig Campbell,Hard,100945,5,100945,8,13,20,38.46
1374,Craig Edwards,Grass,100379,2,100379,4,6,6,33.33
1375,Craig Wittus,Carpet,100472,4,100472,3,7,56,57.14
1376,Craig Wittus,Clay,100472,5,100472,13,18,56,27.78
1377,Craig Wittus,Grass,100472,8,100472,10,18,56,44.44
1378,Craig Wittus,Hard,100472,3,100472,10,13,56,23.08
1379,Cristian Paiz,Hard,103829,3,103829,5,8,8,37.5
1380,Cristiano Caratti,Carpet,101750,14,101750,21,35,189,40.0
1381,Cristiano Caratti,Clay,101750,9,101750,18,27,189,33.33
1382,Cristiano Caratti,Grass,101750,3,101750,11,14,189,21.43
1383,Cristiano Caratti,Hard,101750,46,101750,67,113,189,40.71
1384,Cyril Rudman,Hard,106797,1,106797,2,3,3,33.33
1385,Cyril Saulnier,Carpet,102642,15,102642,12,27,186,55.56
1386,Cyril Saulnier,Clay,102642,2,102642,14,16,186,12.5
1387,Cyril Saulnier,Grass,102642,10,102642,14,24,186,41.67
1388,Cyril Saulnier,Hard,102642,48,102642,71,119,186,40.34
1389,Cyril Suk,Clay,101327,1,101327,10,11,11,9.09
1390,D Beasant,Grass,209825,1,209825,1,2,2,50.0
1391,D Richard Russell,Clay,100104,2,100104,11,13,40,15.38
1392,D Richard Russell,Grass,100104,4,100104,13,17,40,23.53
1393,D Richard Russell,Hard,100104,2,100104,8,10,40,20.0
1394,D Sullivan,Hard,110114,2,110114,1,3,3,66.67
1395,D Turner,Clay,109867,1,109867,1,2,2,50.0
1396,Dacio Campos,Clay,100986,3,100986,9,12,15,25.0
1397,Dacio Campos,Hard,100986,1,100986,2,3,15,33.33
1398,Dale Collings,Clay,100407,2,100407,6,8,62,25.0
1399,Dale Collings,Grass,100407,17,100407,28,45,62,37.78
1400,Dale Collings,Hard,100407,4,100407,5,9,62,44.44
1401,Dale Houston,Grass,100787,2,100787,3,5,5,40.0
1402,Dale Power,Carpet,100189,3,100189,3,6,19,50.0
1403,Dale Power,Clay,100189,1,100189,7,8,19,12.5
1404,Dale Power,Hard,100189,2,100189,3,5,19,40.0
1405,Damar Johnson,Hard,108941,1,108941,1,2,2,50.0
1406,Damir Buljevic,Clay,101184,1,101184,2,3,3,33.33
1407,Damir Dzumhur,Clay,106000,28,106000,33,61,243,45.9
1408,Damir Dzumhur,Grass,106000,10,106000,8,18,243,55.56
1409,Damir Dzumhur,Hard,106000,78,106000,86,164,243,47.56
1410,Damir Keretic,Carpet,100661,5,100661,6,11,219,45.45
1411,Damir Keretic,Clay,100661,73,100661,85,158,219,46.2
1412,Damir Keretic,Grass,100661,7,100661,11,18,219,38.89
1413,Damir Keretic,Hard,100661,10,100661,22,32,219,31.25
1414,Dan Birchmore,Clay,109834,1,109834,2,3,3,33.33
1415,Dan Bleckinger,Clay,100138,2,100138,5,7,15,28.57
1416,Dan Bleckinger,Grass,100138,3,100138,5,8,15,37.5
1417,Dan Cassidy,Carpet,100740,1,100740,11,12,110,8.33
1418,Dan Cassidy,Clay,100740,4,100740,13,17,110,23.53
1419,Dan Cassidy,Grass,100740,7,100740,10,17,110,41.18
1420,Dan Cassidy,Hard,100740,23,100740,41,64,110,35.94
1421,Dan Goldberg,Hard,101392,2,101392,6,8,8,25.0
1422,Dan Goldie,Carpet,100967,20,100967,20,40,239,50.0
1423,Dan Goldie,Clay,100967,4,100967,12,16,239,25.0
1424,Dan Goldie,Grass,100967,19,100967,16,35,239,54.29
1425,Dan Goldie,Hard,100967,79,100967,69,148,239,53.38
1426,Danai Udomchoke,Carpet,103821,5,103821,2,7,131,71.43
1427,Danai Udomchoke,Clay,103821,5,103821,6,11,131,45.45
1428,Danai Udomchoke,Grass,103821,6,103821,13,19,131,31.58
1429,Danai Udomchoke,Hard,103821,44,103821,50,94,131,46.81
1430,Dane Sweeny,Hard,208013,1,208013,1,2,2,50.0
1431,Danie Visser,Carpet,100759,6,100759,11,17,221,35.29
1432,Danie Visser,Clay,100759,4,100759,15,19,221,21.05
1433,Danie Visser,Grass,100759,31,100759,36,67,221,46.27
1434,Danie Visser,Hard,100759,51,100759,67,118,221,43.22
1435,Daniel Alejandro Lopez Cassaccia,Clay,105367,1,105367,6,7,11,14.29
1436,Daniel Alejandro Lopez Cassaccia,Hard,105367,3,105367,1,4,11,75.0
1437,Daniel Altmaier,Clay,127157,3,127157,4,7,10,42.86
1438,Daniel Altmaier,Grass,127157,2,127157,1,3,10,66.67
1439,Daniel Brands,Clay,104978,21,104978,34,55,152,38.18
1440,Daniel Brands,Grass,104978,7,104978,10,17,152,41.18
1441,Daniel Brands,Hard,104978,31,104978,49,80,152,38.75
1442,Daniel Chavez Morales,Hard,108583,4,108583,4,8,8,50.0
1443,Daniel Contet,Clay,100077,12,100077,25,37,49,32.43
1444,Daniel Contet,Grass,100077,3,100077,5,8,49,37.5
1445,Daniel Contet,Hard,100077,2,100077,2,4,49,50.0
1446,Daniel Courcol,Clay,101600,1,101600,2,3,5,33.33
1447,Daniel Courcol,Grass,101600,1,101600,1,2,5,50.0
1448,Daniel Elahi Galan,Clay,123755,8,123755,5,13,25,61.54
1449,Daniel Elahi Galan,Hard,123755,5,123755,7,12,25,41.67
1450,Daniel Elsner,Clay,103305,7,103305,20,27,34,25.93
1451,Daniel Elsner,Hard,103305,1,103305,6,7,34,14.29
1452,Daniel Evans,Clay,105554,4,105554,12,16,161,25.0
1453,Daniel Evans,Grass,105554,11,105554,15,26,161,42.31
1454,Daniel Evans,Hard,105554,63,105554,56,119,161,52.94
1455,Daniel Garza,Carpet,104535,1,104535,1,2,28,50.0
1456,Daniel Garza,Clay,104535,9,104535,9,18,28,50.0
1457,Daniel Garza,Hard,104535,6,104535,2,8,28,75.0
1458,Daniel Gimeno Traver,Clay,104593,78,104593,106,184,270,42.39
1459,Daniel Gimeno Traver,Grass,104593,2,104593,17,19,270,10.53
1460,Daniel Gimeno Traver,Hard,104593,17,104593,50,67,270,25.37
1461,Daniel Glancy,Hard,105239,1,105239,3,4,4,25.0
1462,Daniel Heryanto,Grass,106811,1,106811,1,2,2,50.0
1463,Daniel King Turner,Clay,104368,1,104368,2,3,26,33.33
1464,Daniel King Turner,Hard,104368,12,104368,11,23,26,52.17
1465,Daniel Koellerer,Clay,104230,12,104230,18,30,51,40.0
